Color	Shape	ID	c1	Subclade	SH	W	SMW	BWH	AH	AW	OA	LA	PC	PCRL	P	PRL	E	ERL	V	VRL	FO	FORL	DBC	DBCRL	D	DRL	BC	BCRL	atrium_type_simplified	penis_types_simplified	epiphallus_type_simplified	penial_papilla_type_simplified	distal_vagina_type_simplified	proximal_vagina_type_simplified	1 neck_inflection	4 peristome_position	 5 lam_superior_vs_ spiralis 	7 lam_sub_ bending 	8 lunella_position 	9 plica_basalis	
Black	Dot	Montenegrina attemsi HNHM 94429	Montenegrina attemsi HNHM 94429	A	13.5	10.5	3.4	4.5	3.1	2.4	63.5	74.5	2.4	17.8	1.2	8.9	1.2	8.9	0.8	5.9	0.3	2.2	0.3	2.2	1.8	13.3	0.8	5.9	1.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	2.0	
Black	Dot	Montenegrina attemsi HNHM 94429	Montenegrina attemsi HNHM 94429	A	13.3	10.4	3.1	4.9	3.6	2.6	62.9	74.0	2.3	17.3	1.2	9.0	1.2	9.0	0.8	6.0	0.3	2.3	0.4	3.0	1.8	13.5	0.8	6.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	2.0	
Black	Fill square	Montenegrina jakupicensis HNHM 99520	Montenegrina jakupicensis HNHM 99520	A	12.8	10.2	3.3	4.1	2.9	2.4	71.5	76.6	3.7	29.1	1.1	8.7	2.8	22.0	1.3	10.2	0.3	2.4	0.8	6.3	1.9	15.0	2.1	16.5	2.0	4.0	1.0	3.0	5.0	1.0	2.0	3.0	1.0	1.0	2.0	3.0	
Black	Fill square	Montenegrina jakupicensis HNHM 99520	Montenegrina jakupicensis HNHM 99520	A	12.7	10.8	3.3	4.0	2.9	2.3	71.4	76.7	3.8	29.7	1.1	8.6	2.7	21.1	1.2	9.4	0.3	2.3	0.7	5.5	1.8	14.1	2.3	18.0	2.0	4.0	1.0	3.0	5.0	1.0	2.0	3.0	1.0	1.0	2.0	3.0	
Black	Fill square	Montenegrina jakupicensis HNHM 99520 	Montenegrina jakupicensis HNHM 99520 	A	12.8	10.5	3.3	4.1	2.9	2.4	71.5	76.7	3.8	29.7	1.0	7.8	2.8	21.9	1.3	10.2	0.3	2.3	0.7	5.5	1.8	14.1	2.2	17.2	2.0	4.0	1.0	3.0	5.0	1.0	2.0	3.0	1.0	1.0	2.0	3.0	
#FFFFFD38	Dot	Montenegrina pifkoi HNHM99466	Montenegrina pifkoi HNHM99466	B	15.1	9.6	3.9	4.9	3.4	2.8	56.1	80.0	3.8	25.2	1.7	11.3	2.1	13.9	2.5	16.6	0.6	4.0	0.8	5.3	2.3	15.2	2.1	13.9	2.0	4.0	1.0	3.0	5.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	
#FFFFFD38	Dot	Montenegrina pifkoi HNHM99466	Montenegrina pifkoi HNHM99466	B	14.8	9.4	3.8	4.7	3.3	2.6	55.5	79.1	3.9	26.2	1.8	12.1	2.2	14.8	2.6	17.4	0.8	5.4	0.8	5.4	2.3	15.4	2.0	13.4	2.0	4.0	1.0	3.0	5.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	
#FFFFFD38	Fill square	Montenegrina pindica HNHM 99524	Montenegrina pindica HNHM 99524	B	15.4	10.1	3.2	4.8	3.3	3.1	65.5	99.3	4.7	30.5	2.5	16.2	2.2	14.3	3.0	19.5	0.7	4.5	0.8	5.2	1.9	12.3	1.7	11.0	3.0	6.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFFFD38	Fill square	Montenegrina pindica HNHM 99524	Montenegrina pindica HNHM 99524	B	15.8	10.0	3.4	4.9	3.3	3.3	64.9	98.6	4.7	29.7	2.6	16.5	2.3	14.6	2.8	17.7	0.6	3.8	0.8	5.1	2.0	12.7	1.8	11.4	3.0	6.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFFFD38	Fill triang	Montenegrina puskasi gulerulensis HNHM 99461	Montenegrina puskasi gulerulensis HNHM 99461	B	22.8	10.2	4.4	5.2	4.4	3.4	73.0	84.4	3.1	13.6	1.1	4.8	2.0	8.8	3.1	13.6	0.8	3.5	0.7	3.1	1.2	5.3	2.3	10.1	3.0	6.0	1.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	
#FFFFFD38	Fill triang	Montenegrina puskasi gulerulensis HNHM 99461	Montenegrina puskasi gulerulensis HNHM 99461	B	23.5	10.3	4.5	5.1	4.3	3.3	74.7	82.1	3.0	13.1	1.2	5.2	2.2	9.6	3.2	14.0	0.7	3.1	0.6	2.6	1.3	5.7	2.4	10.5	3.0	6.0	1.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	
#FFFFFD38	Fill triang	Montenegrina puskasi gulerulensis NHMW111208	Montenegrina puskasi gulerulensis NHMW111208	B	22.6	10.4	4.3	5.3	4.3	3.1	73.8	81.3	3.2	13.9	1.5	6.5	1.7	7.4	3.4	14.7	1.0	4.3	0.9	3.9	1.3	5.6	2.2	9.5	2.0	5.0	1.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	
#FFFFFD38	Fill triang	Montenegrina puskasi gulerulensis NHMW111208	Montenegrina puskasi gulerulensis NHMW111208	B	23.9	10.4	4.6	5.4	4.6	3.5	73.2	80.9	3.2	13.6	1.6	6.8	1.8	7.7	3.3	14.0	1.2	5.1	0.8	3.4	1.3	5.5	2.1	8.9	2.0	5.0	1.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	
#FFFFFD38	Fill inv. tri	Montenegrina puskasi puskasi NHMW 111207	Montenegrina puskasi puskasi NHMW 111207	B	18.3	11.0	3.8	5.0	3.6	3.3	71.1	75.0	8.2	44.8	3.1	16.9	5.1	27.9	4.5	24.6	1.3	7.1	1.1	6.0	3.5	19.1	1.9	10.4	3.0	6.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFFFD38	Fill inv. tri	Montenegrina puskasi puskasi NHMW 111207	Montenegrina puskasi puskasi NHMW 111207	B	18.5	10.8	3.5	4.9	3.3	3.2	70.9	74.4	8.1	43.5	3.0	16.1	5.2	28.0	4.6	24.7	1.2	6.5	1.0	5.4	3.6	19.4	1.9	10.2	3.0	6.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFFFD38	Fill inv. tri	Montenegrina puskasi puskasi NHMW 111207	Montenegrina puskasi puskasi NHMW 111207	B	18.1	10.9	4.0	5.2	3.5	3.5	70.8	73.8	9.0	48.6	3.1	16.8	5.1	27.6	4.5	24.3	1.3	7.0	1.1	5.9	3.6	19.5	2.0	10.8	3.0	6.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFFFD38	Fill diamond	Montenegrina remota HNHM99021	Montenegrina remota HNHM99021	B	21.9	9.8	4.7	6.1	4.8	3.9	67.7	73.6	9.2	42.0	5.5	25.1	3.7	16.9	4.1	18.7	1.3	5.9	0.9	4.1	3.2	14.6	2.3	10.5	3.0	1.0	1.0	3.0	3.0	2.0	2.0	3.0	2.0	1.0	1.0	1.0	
#FFFFFD38	Fill diamond	Montenegrina remota HNHM99021	Montenegrina remota HNHM99021	B	22.4	10.0	4.9	6.2	5.0	3.8	66.9	72.8	9.3	42.3	5.6	25.5	3.8	17.3	4.3	19.5	1.3	5.9	1.0	4.5	3.3	15.0	2.3	10.5	3.0	1.0	1.0	3.0	3.0	2.0	2.0	3.0	2.0	1.0	1.0	1.0	
#FFFFFD38	Star	Montenegrina skipetarica HNHM 94914	Montenegrina skipetarica HNHM 94914	B	19.3	9.8	4.1	5.4	3.9	3.5	67.3	60.2	17.0	87.6	9.5	49.0	7.5	38.7	10.6	54.6	0.3	1.5	1.2	6.2	2.5	12.9	1.9	9.8	1.0	1.0	4.0	6.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFFFD38	Star	Montenegrina skipetarica HNHM 94914	Montenegrina skipetarica HNHM 94914	B	19.1	9.6	4.0	5.2	3.5	3.3	68.8	59.7	17.0	88.1	10.0	51.8	7.8	40.4	10.7	55.4	0.4	2.1	1.3	6.7	2.5	13.0	1.9	9.8	1.0	1.0	4.0	6.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFEBF3D	Dot	Montenegrina csikii HNHM96845	Montenegrina csikii HNHM96845	C	15.4	8.7	3.9	6.2	4.2	4.2	68.7	64.5	5.2	34.2	2.9	19.1	2.3	15.1	3.6	23.7	0.9	5.9	1.1	7.2	2.0	13.2	1.1	7.2	2.0	1.0	1.0	3.0	3.0	2.0	1.0	3.0	3.0	1.0	1.0	1.0	
#FFFEBF3D	Dot	Montenegrina csikii HNHM96845	Montenegrina csikii HNHM96845	C	15.7	9.0	4.0	6.4	4.5	4.4	69.0	63.9	5.3	34.4	3.0	19.5	2.8	18.2	3.3	21.4	0.9	5.8	1.1	7.1	2.0	13.0	1.0	6.5	2.0	1.0	1.0	3.0	3.0	2.0	1.0	3.0	3.0	1.0	1.0	1.0	
#FFFEBF3D	Fill square	Montenegrina ersekensis NHMW 110430/MN/0031	Montenegrina ersekensis NHMW 110430/MN/0031	C	18.3	9.1	4.3	6.9	3.9	3.7	68.6	68.6	10.1	54.0	4.5	24.1	5.6	29.9	9.2	49.2	0.3	1.6	0.8	4.3	2.9	15.5	3.8	20.3	3.0	2.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFEBF3D	Fill square	Montenegrina ersekensis NHMW 110430/MN/0031	Montenegrina ersekensis NHMW 110430/MN/0031	C	18.0	9	4	7	3.6	3.6	67.9	68.1	10.5	57.4	4.6	25.1	6.0	32.8	10.0	54.6	0.4	2.2	1.0	5.5	2.9	15.8	3.9	21.3	3.0	2.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFEBF3D	Fill triang	Montenegrina flava HNHM99544	Montenegrina flava HNHM99544	C	18.6	9.8	4.2	7.1	3.9	4.0	63.4	66.4	3.7	19.9	1.1	5.9	2.6	14.0	3.0	16.1	0.9	4.8	0.6	3.2	3.7	19.9	1.9	10.2	2.0	4.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFEBF3D	Fill triang	Montenegrina flava HNHM99544	Montenegrina flava HNHM99544	C	19	10.1	4.5	7.3	4	4.4	62.9	66.2	3.6	19.5	1.0	5.4	2.7	14.6	3.2	17.3	0.8	4.3	0.6	3.2	3.9	21.1	2.0	10.8	2.0	4.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFEBF3D	Fill inv. tri	Montenegrina nobilis HNHM99536	Montenegrina nobilis HNHM99536	C	21.3	10.0	5.2	5.8	4.9	4.3	68.5	69.9	4.7	22.1	2.1	9.9	2.6	12.2	2.4	11.3	1.0	4.7	0.8	3.8	5.6	26.3	4.8	22.5	2.0	2.0	1.0	2.0	5.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFEBF3D	Fill inv. tri	Montenegrina nobilis HNHM99536	Montenegrina nobilis HNHM99536	C	22	10.4	5.5	6	5.1	4.4	67.8	70.1	5.0	23.3	2.0	9.3	2.6	12.1	2.4	11.2	1.1	5.1	0.9	4.2	5.7	26.5	4.9	22.8	2.0	2.0	1.0	2.0	5.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFEBF3D	Fill diamond	Montenegrina voidomatis konitsae HNHM99528	Montenegrina voidomatis konitsae HNHM99528	C	21.0	9.6	5.1	6.8	5.9	4.9	60.1	83.4	8.0	38.1	3.1	14.8	4.9	23.3	4.1	19.5	1.0	4.8	0.5	2.4	2.4	11.4	2.8	13.3	2.0	1.0	2.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFEBF3D	Fill diamond	Montenegrina voidomatis konitsae HNHM99528	Montenegrina voidomatis konitsae HNHM99528	C	21.7	9.4	5	6.7	6.3	5.1	60.3	82.9	8.2	39.0	3.2	15.2	5.1	24.3	4.1	19.5	1.1	5.2	0.6	2.9	2.4	11.4	2.9	13.8	2.0	1.0	2.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFEBF3D	Star	Montenegrina voidomatis thysi HNHM99632	Montenegrina voidomatis thysi HNHM99632	C	21.9	9.0	4.7	6.2	4.6	3.8	70.6	80.5	8.9	40.6	3.9	17.8	5.0	22.8	4.1	18.7	1.9	8.7	0.4	1.8	3.7	16.9	3.1	14.2	2.0	1.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	1.0	1.0	1.0	
#FFFEBF3D	Star	Montenegrina voidomatis thysi HNHM99632	Montenegrina voidomatis thysi HNHM99632	C	21.8	9.2	4.6	6.3	4.8	4	70.1	80.3	9.0	40.9	3.9	17.7	5.0	22.7	4.4	20.0	2.0	9.1	0.4	1.8	3.7	16.8	3.0	13.6	2.0	1.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	1.0	1.0	1.0	
#FFFEBF3D	Diamond	Montenegrina voidomatis voidomatis HNHM99529	Montenegrina voidomatis voidomatis HNHM99529	C	24.5	9.6	5.7	6.8	5.0	4.9	65.2	70.1	6.7	27.3	3.6	14.7	3.1	12.7	3.0	12.2	1.8	7.3	1.6	6.5	2.8	11.4	2.7	11.0	3.0	4.0	3.0	3.0	3.0	2.0	2.0	3.0	2.0	1.0	1.0	1.0	
#FFFEBF3D	Diamond	Montenegrina voidomatis voidomatis HNHM99529	Montenegrina voidomatis voidomatis HNHM99529	C	25.2	9.8	5.9	6.9	5.3	5.2	64.9	69.7	6.6	26.7	3.7	15.0	3.2	13.0	3.1	12.6	1.9	7.7	1.5	6.1	2.9	11.7	2.7	10.9	3.0	4.0	3.0	3.0	3.0	2.0	2.0	3.0	2.0	1.0	1.0	1.0	
#FFFFCDA8	Dot	Montenegrina edmundi HNHM99697	Montenegrina edmundi HNHM99697	D1	22.3	10.5	6.9	6.9	5.8	5.4	67.8	69.1	8.2	36.8	4.7	21.1	3.5	15.7	3.6	16.1	1.1	4.9	0.9	4.0	3.3	14.8	2.2	9.9	2.0	2.0	1.0	6.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	Dot	Montenegrina edmundi HNHM99697	Montenegrina edmundi HNHM99697	D1	22.5	10.4	7	6.8	5.7	5.3	67.2	68.8	8.9	39.6	5.0	22.2	3.2	14.2	3.8	16.9	1.3	5.8	0.9	4.0	3.4	15.1	2.1	9.3	2.0	2.0	1.0	6.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	Fill square	Montenegrina fuchsi fuchsi NHMW 110430/MN/0036	Montenegrina fuchsi fuchsi NHMW 110430/MN/0036	D1	13.5	8.2	3.4	5.9	3.3	3.1	71.5	73.5	3.1	22.8	1.7	12.5	1.4	10.3	3.0	22.1	0.7	5.1	1.0	7.4	1.4	10.3	1.8	13.2	3.0	2.0	1.0	4.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	Fill square	Montenegrina fuchsi fuchsi NHMW 110430/MN/0036	Montenegrina fuchsi fuchsi NHMW 110430/MN/0036	D1	13.6	8.3	3.5	6	3.4	3.2	71.8	72.9	3.2	23.7	1.7	12.6	1.4	10.4	3.1	23.0	0.6	4.4	1.2	8.9	1.5	11.1	1.7	12.6	3.0	2.0	1.0	4.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	Fill square	Montenegrina fuchsi fuchsi NHMW 110430/MN/0036	Montenegrina fuchsi fuchsi NHMW 110430/MN/0036	D1	13.5	8.3	3.4	5.8	3.4	3.2	71.2	73.4	3.1	23.1	1.6	11.9	1.5	11.2	3.5	26.1	0.7	5.2	1.1	8.2	1.5	11.2	1.8	13.4	3.0	2.0	1.0	4.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	Fill triang	Montenegrina golikutensis NHMW 111215	Montenegrina golikutensis NHMW 111215	D1	17.2	8.8	4.1	5.3	3.8	3.2	67.4	70.3	3.6	20.9	1.7	9.9	1.9	11.0	4.1	23.8	0.3	1.7	0.5	2.9	1.3	7.6	2.8	16.3	1.0	1.0	1.0	6.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	2.0	
#FFFFCDA8	Fill triang	Montenegrina golikutensis NHMW 111215	Montenegrina golikutensis NHMW 111215	D1	17.3	9	4.2	5.3	3.9	3.1	67.3	69.9	3.5	20.2	1.8	10.4	1.9	11.0	4.0	23.1	0.2	1.2	0.5	2.9	1.4	8.1	3.0	17.3	1.0	1.0	1.0	6.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	2.0	
#FFFFCDA8	Fill inv. tri	Montenegrina gregoi HNHM 99475	Montenegrina gregoi HNHM 99475	D1	18.9	10.4	5.6	6.6	3.9	3.1	71.3	72.3	5.4	28.6	1.8	9.5	3.6	19.0	6.1	32.3	2.1	11.1	1.1	5.8	5.2	27.5	5.6	29.6	1.0	1.0	1.0	6.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	1.0	
#FFFFCDA8	Fill inv. tri	Montenegrina gregoi HNHM 99475	Montenegrina gregoi HNHM 99475	D1	18.9	10.3	5.5	6.6	4	3	70.9	72	5.5	29.1	1.9	10.1	3.6	19.0	6.5	34.4	2.0	10.6	1.2	6.3	5.0	26.5	5.3	28.0	1.0	1.0	1.0	6.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	1.0	
#FFFFCDA8	Fill diamond	Montenegrina janinensis crassilabris HNHM99561	Montenegrina janinensis crassilabris HNHM99561	D1	16.6	10.1	4.1	5.8	4.3	3.4	70.7	83.2	2.9	17.5	1.3	7.8	1.6	9.6	0.9	5.4	0.8	4.8	0.6	3.6	2.2	13.3	1.2	7.2	3.0	4.0	1.0	3.0	3.0	2.0	1.0	3.0	1.0	1.0	1.0	2.0	
#FFFFCDA8	Fill diamond	Montenegrina janinensis crassilabris HNHM99561	Montenegrina janinensis crassilabris HNHM99561	D1	16.3	10	4	5.7	4.3	3.3	69.9	82.3	3.0	18.4	1.2	7.4	1.6	9.8	0.7	4.3	0.8	4.9	0.7	4.3	2.2	13.5	1.3	8.0	3.0	4.0	1.0	3.0	3.0	2.0	1.0	3.0	1.0	1.0	1.0	2.0	
#FFFFCDA8	Fill diamond	Montenegrina janinensis HNHM99560	Montenegrina janinensis HNHM99560	D1	15.4	10	3.8	5.1	3.9	3	70.6	80.5	4.3	27.9	2.4	15.6	1.9	12.3	1.5	9.7	0.5	3.2	0.5	3.2	2.8	18.2	1.7	11.0	3.0	3.0	1.0	1.0	3.0	2.0	1.0	3.0	1.0	1.0	1.0	2.0	
#FFFFCDA8	Fill diamond	Montenegrina janinensis HNHM99560	Montenegrina janinensis HNHM99560	D1	15.2	10.2	3.6	4.9	3.7	2.9	70.1	80.2	4.3	28.3	2.4	15.8	1.8	11.8	1.3	8.6	0.6	3.9	0.6	3.9	2.9	19.1	1.9	12.5	3.0	3.0	1.0	1.0	3.0	2.0	1.0	3.0	1.0	1.0	1.0	2.0	
#FFFFCDA8	Star	Montenegrina klemmi NHMW 110430/MN/0037 	Montenegrina klemmi NHMW 110430/MN/0037 	D1	12.6	9.1	3	4.6	2.8	2.2	61.3	67.6	4.7	37.3	2.1	16.7	2.6	20.6	3.0	23.8	0.6	4.8	0.8	6.3	1.7	13.5	1.5	11.9	3.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	Star	Montenegrina klemmi NHMW 110430/MN/0037 	Montenegrina klemmi NHMW 110430/MN/0037 	D1	12.6	9	2.9	4.6	2.7	2.1	60.9	67.5	4.8	38.1	2.1	16.7	2.5	19.8	2.9	23.0	0.8	6.3	0.9	7.1	1.7	13.5	1.4	11.1	3.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	Diamond	Montenegrina lambdaformis welterschultesi NHMW110430MN0316	Montenegrina lambdaformis welterschultesi NHMW110430MN0316	D1	16.1	9.7	3.9	6.6	4.1	3.7	75.5	99	4.4	27.3	1.9	11.8	2.5	15.5	2.7	16.8	1.1	6.8	0.6	3.7	3.7	23.0	2.3	14.3	2.0	5.0	1.0	3.0	1.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	Diamond	Montenegrina lambdaformis welterschultesi NHMW110430MN0316	Montenegrina lambdaformis welterschultesi NHMW110430MN0316	D1	16.2	9.9	4	6.8	4.3	3.8	75.4	98.6	4.4	27.2	1.8	11.1	2.7	16.7	2.8	17.3	1.3	8.0	0.6	3.7	3.8	23.5	2.3	14.2	2.0	5.0	1.0	3.0	1.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	Triangle	Montenegrina pallida NHNM9566	Montenegrina pallida NHNM9566	D1	12.1	9.1	3.3	4.7	2.9	2.5	73	55	3.1	25.6	0.8	6.6	2.3	19.0	1.7	14.0	0.3	2.5	0.3	2.5	1.4	11.6	1.4	11.6	2.0	4.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	Triangle	Montenegrina pallida NHNM9566	Montenegrina pallida NHNM9566	D1	12.2	9.2	3.3	4.6	2.9	2.4	72.8	54.8	3.0	24.6	0.7	5.7	2.2	18.0	1.8	14.8	0.2	1.6	0.2	1.6	1.4	11.5	1.4	11.5	2.0	4.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	Inv. triang	Montenegrina rugilabris irmengardis HNHM99552	Montenegrina rugilabris irmengardis HNHM99552	D1	22.1	11	4.2	4.3	4.3	3.7	60.5	82.5	4.8	21.7	1.8	8.1	3.0	13.6	1.5	6.8	0.5	2.3	0.8	3.6	3.2	14.5	2.5	11.3	2.0	5.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	Inv. triang	Montenegrina rugilabris irmengardis HNHM99552	Montenegrina rugilabris irmengardis HNHM99552	D1	22.1	11.2	4.1	4.2	4.4	3.8	60.4	83	4.9	22.2	1.7	7.7	2.8	12.7	1.6	7.2	0.6	2.7	0.9	4.1	3.1	14.0	2.6	11.8	2.0	5.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFFFCDA8	O	Montenegrina rugilabris rugilabris HNHM99547	Montenegrina rugilabris rugilabris HNHM99547	D1	18.7	11	4.5	4.6	4	3.9	67.8	78.9	5.0	26.7	1.5	8.0	3.5	18.7	2.4	12.8	0.4	2.1	0.4	2.1	4.8	25.7	1.6	8.6	3.0	3.0	1.0	2.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0	
#FFFFCDA8	O	Montenegrina rugilabris rugilabris HNHM99547	Montenegrina rugilabris rugilabris HNHM99547	D1	18.9	11.2	4.6	4.7	4	4	67.8	77.9	5.0	26.5	1.5	7.9	3.5	18.5	2.5	13.2	0.6	3.2	0.4	2.1	4.9	25.9	1.7	9.0	3.0	3.0	1.0	2.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0	
#FFB15200	Dot	Montenegrina dofleini dofleini NHMW 110430/MN/0040 	Montenegrina dofleini dofleini NHMW 110430/MN/0040 	D2	18.3	9.6	4.9	7.4	4.7	4	73.1	73.4	4.3	23.5	1.7	9.3	2.6	14.2	1.9	10.4	0.9	4.9	0.6	3.3	2.6	14.2	3.3	18.0	2.0	4.0	1.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	1.0	2.0	
#FFB15200	Dot	Montenegrina dofleini dofleini NHMW 110430/MN/0040 	Montenegrina dofleini dofleini NHMW 110430/MN/0040 	D2	18.1	9.6	4.8	7.7	4.7	4	72.8	73	4.2	23.2	1.7	9.4	2.6	14.4	2.1	11.6	0.9	5.0	0.6	3.3	2.5	13.8	3.4	18.8	2.0	4.0	1.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	1.0	2.0	
#FFB15200	Fill square	Montenegrina dofleini fagorum NHMW110430MN0052	Montenegrina dofleini fagorum NHMW110430MN0052	D2	18.0	9.5	4.7	7.6	4.6	3.9	72.6	72.3	3.0	23.4	1.1	8.6	1.9	14.8	1.3	10.2	1.2	9.4	0.9	7.0	1.1	8.6	1.9	14.8	2.0	5.0	1.0	3.0	2.0	2.0	1.0	3.0	2.0	2.0	1.0	3.0	
#FFB15200	Fill square	Montenegrina dofleini fagorum NHMW110430MN0052	Montenegrina dofleini fagorum NHMW110430MN0052	D2	12.8	9.1	3.6	3.6	3.2	2.6	72.8	75.4	3.0	25.2	1.0	8.4	1.8	15.1	1.4	11.8	1.1	9.2	1.1	9.2	1.1	9.2	1.8	15.1	2.0	5.0	1.0	3.0	2.0	2.0	1.0	3.0	2.0	2.0	1.0	3.0	
#FFB15200	Fill square	Montenegrina dofleini fagorum NHMW110430MN0052	Montenegrina dofleini fagorum NHMW110430MN0052	D2	11.9	8.9	3.4	3.3	3	2.5	72.7	74.9	3.1	25.0	1.1	8.9	1.9	15.3	1.1	8.9	1.2	9.7	1.0	8.1	1.0	8.1	1.7	13.7	2.0	5.0	1.0	3.0	2.0	2.0	1.0	3.0	2.0	2.0	1.0	3.0	
#FFB15200	Fill triang	Montenegrina kastoriae kastoriae NHMW 110430/MN/0050	Montenegrina kastoriae kastoriae NHMW 110430/MN/0050	D2	12.4	10	3.6	3.5	3.1	2.5	72.1	75.1	4.5	23.9	0.9	4.8	3.6	19.1	2.3	12.2	1.3	6.9	0.6	3.2	2.2	11.7	2.2	11.7	3.0	2.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	2.0	1.0	3.0	
#FFB15200	Fill triang	Montenegrina kastoriae kastoriae NHMW 110430/MN/0050	Montenegrina kastoriae kastoriae NHMW 110430/MN/0050	D2	18.8	10.7	4.2	6.9	4.6	3.6	69.8	73.5	4.3	23.1	0.9	4.8	3.5	18.8	2.4	12.9	1.2	6.5	0.5	2.7	2.1	11.3	2.1	11.3	3.0	2.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	2.0	1.0	3.0	
#FFB15200	Fill inv. tri	Montenegrina kastoriae robusta NHMW 110430/MN/0118	Montenegrina kastoriae robusta NHMW 110430/MN/0118	D2	18.6	10.6	4.1	6.7	4.5	3.6	68.7	72.9	4.9	21.9	1.8	8.0	3.1	13.8	2.5	11.2	2.0	8.9	0.6	2.7	1.3	5.8	2.0	8.9	3.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	
#FFB15200	Fill inv. tri	Montenegrina kastoriae robusta	Montenegrina kastoriae robusta NHMW 110430/MN/0118		18.5	10.5	4	6.5	4.3	3.5	68.9	71.9	4.9	21.9	1.7	8	3	13.8	2.4	11.3	1.9	9	0.6	2.8	1.2	5.9	2	9	3	2	1	3	2	2	2	3	1	1	1	1	
#FFB15200	Fill diamond	Montenegrina pinteri NHMW 110430MN0052 HNHM 99560	Montenegrina pinteri NHMW 110430MN0052 HNHM 99560	D2	22.4	11	4.4	7.1	4.5	3.8	63.1	64.3	3.6	22.1	1.7	10.4	1.9	11.7	1.6	9.8	0.7	4.3	0.3	1.8	1.7	10.4	1.7	10.4	2.0	5.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	2.0	1.0	2.0	
