Color	Shape	ID	c1	Subclade	SH	W	SMW	BWH	AH	AW	OA	LA	PC	PCRL	P	PRL	E	ERL	V	VRL	FO	FORL	DBC	DBCRL	D	DRL	BC	BCRL	atrium_type_simplified	penis_types_simplified	epiphallus_type_simplified	penial_papilla_type_simplified	distal_vagina_type_simplified	proximal_vagina_type_simplified	1 neck_inflection	4 peristome_position	 5 lam_superior_vs_ spiralis 	7 lam_sub_ bending 	8 lunella_position 	9 plica_basalis	
#FFB21DE8	Fill diamond	Montenegrina miraka delii NHMW111235	Montenegrina miraka delii NHMW111235	L	16.6	9.0	4.8	4.7	3.3	3.2	69.5	98.4	3.2	19.3	1.3	2.3	1.3	7.8	1.9	11.4	1.8	10.8	1.5	9.0	1.0	6.0	2.4	14.5	2	2.0	3.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	3.0	3.0	
#FFB21DE8	Fill diamond	Montenegrina miraka delii NHMW111235	Montenegrina miraka delii NHMW111235	L	17.2	9.1	5	4.9	3.5	3.4	68.7	96.9	3.2	19.2	1.4	2.2	1.4	8.4	1.7	10.2	1.9	11.4	1.5	9.0	0.9	5.4	2.4	14.4	2	2.0	3.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	3.0	3.0	
#FFB21DE8	Star	Montenegrina miraka disjuncta HNHM 99000 	Montenegrina miraka disjuncta HNHM 99000 	L	17.5	11.0	4.1	5.0	3.6	3.2	71.8	95.3	5.7	32.4	2.3	4.1	2.3	13.1	3.4	19.3	2.0	11.4	1.9	10.8	0.8	4.5	2.5	14.2	3	3.0	4.0	1.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	
#FFB21DE8	Star	Montenegrina miraka disjuncta HNHM 99000 	Montenegrina miraka disjuncta HNHM 99000 	L	17.2	11.2	3.9	4.8	3.3	3.1	71.6	95	5.8	33.1	2.2	4.0	2.2	12.6	3.4	19.4	2.0	11.4	1.9	10.9	0.7	4.0	2.4	13.7	3	3.0	4.0	1.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	
#FFB21DE8	Diamond	Montenegrina miraka errans HNHM 98950	Montenegrina miraka errans HNHM 98950	L	16.9	11.0	4.2	4.8	3.2	3.0	72.3	98.3	3.8	22.5	1.7	2.0	1.7	10.1	2.1	12.4	2.1	12.4	1.6	9.5	0.5	3.0	2.7	16.0	3	3.0	4.0	1.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	
#FFB21DE8	Diamond	Montenegrina miraka errans HNHM 98950	Montenegrina miraka errans HNHM 98950	L	17.1	11.1	4.3	4.7	3.3	2.9	72	99.1	3.8	22.4	1.7	2.0	1.7	10.0	2.0	11.8	2.2	12.9	1.4	8.2	0.5	2.9	2.6	15.3	3	3.0	4.0	1.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	
#FFB21DE8	Triangle	Montenegrina miraka kontschani HNHM99634	Montenegrina miraka kontschani HNHM99634	L	17.2	10.1	4.9	5.1	3.9	3.4	67.9	92.6	6.4	37.4	2.9	2.7	2.9	17.0	3.5	20.5	2.3	13.5	1.4	8.2	1.2	7.0	3.6	21.1	2	2.0	3.0	1.0	3.0	2.0	2.0	1.0	3.0	1.0	3.0	1.0	
#FFB21DE8	Triangle	Montenegrina miraka kontschani HNHM99634	Montenegrina miraka kontschani HNHM99634	L	16.8	10	4.5	5	3.4	3.2	67	90.9	6.5	37.8	2.8	2.7	2.8	16.3	3.5	20.3	2.4	14.0	1.3	7.6	1.3	7.6	3.5	20.3	2	2.0	3.0	1.0	3.0	2.0	2.0	1.0	3.0	1.0	3.0	1.0	
#FFB21DE8	Inv. triang	Montenegrina miraka miraka HNHM94905	Montenegrina miraka miraka HNHM94905	L	20.8	11.2	6.1	6.9	4.9	4.3	77.1	92.1	5.9	28.4	2.6	1.4	2.6	12.5	3.3	15.9	2.4	11.5	0.8	3.8	0.8	3.8	2.0	9.6	2	3.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	3.0	1.0	
#FFB21DE8	Inv. triang	Montenegrina miraka miraka HNHM94905	Montenegrina miraka miraka HNHM94905	L	20.6	11.4	5.4	6.1	4.4	4.0	76.6	93.1	6.0	29.0	2.7	1.4	2.7	13.0	3.4	16.4	2.7	13.0	0.9	4.3	0.9	4.3	1.9	9.2	2	3.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	3.0	1.0	
#FFB21DE8	Inv. triang	Montenegrina miraka miraka HNHM99721	Montenegrina miraka miraka HNHM99721	L	21.1	11.6	5.6	6	4.5	4.2	75.9	92.3	2.9	19.5	1.1	3.5	1.1	7.4	1.8	12.1	1.7	11.4	1.3	8.7	0.8	5.4	3.5	23.5	2	2.0	4.0	1.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	
#FFB21DE8	Inv. triang	Montenegrina miraka miraka HNHM99721	Montenegrina miraka miraka HNHM99721	L	21	11.5	5.5	6.1	4.6	3.9	76.2	93.1	3.0	20.0	1.0	3.5	1.0	6.7	1.9	12.7	1.9	12.7	1.3	8.7	0.9	6.0	3.7	24.7	2	2.0	4.0	1.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	
#FFB21DE8	O	Montenegrina perstriata diminuta NHMW110430MN0101	Montenegrina perstriata diminuta NHMW110430MN0101	L	16.8	10.2	3.9	5.2	3.8	3.6	71.3	76.2	4.0	23.8	1.4	2.0	1.4	8.3	2.9	17.3	1.9	11.3	0.8	4.8	0.6	3.6	3.9	23.2	2	2.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	
#FFB21DE8	O	Montenegrina perstriata diminuta NHMW110430MN0101	Montenegrina perstriata diminuta NHMW110430MN0101	L	16	9.9	3.5	4.7	3.3	3.6	70.9	76	3.9	23.2	1.3	1.9	1.3	7.7	2.4	14.3	1.9	11.3	0.9	5.4	0.7	4.2	4.0	23.8	2	2.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	
#FFB21DE8	O	Montenegrina perstriata diminuta NHMW110430MN0101	Montenegrina perstriata diminuta NHMW110430MN0101	L	15.9	10	3.6	5	3.4	3.4	71	75.4	4.0	23.7	1.4	2.0	1.4	8.3	2.6	15.4	1.8	10.7	1.0	5.9	0.6	3.6	4.1	24.3	2	2.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	
#FFB21DE8	O	Montenegrina perstriata diminuta NHMW110430MN0101	Montenegrina perstriata diminuta NHMW110430MN0101	L	16.5	10.1	3.7	5.1	3.3	3.7	70.8	75.2	4.1	24.1	1.5	2.0	1.5	8.8	2.4	14.1	2.1	12.4	0.9	5.3	0.7	4.1	4.0	23.5	2	2.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	
#FFB21DE8	Oval	Montenegrina perstriata mavrovoensis NHMW 110430MN0148	Montenegrina perstriata mavrovoensis NHMW 110430MN0148	L	16.9	10.2	2.8	3.8	2.6	2.6	72.1	77.4	4.6	27.2	1.9	2.1	1.9	11.2	2.7	16.0	2.5	14.8	0.7	4.1	0.8	4.7	4.0	23.7	2	2.0	3.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	
#FFB21DE8	Oval	Montenegrina perstriata mavrovoensis NHMW 110430MN0148	Montenegrina perstriata mavrovoensis NHMW 110430MN0148	L	17.0	10.1	2.8	3.9	2.7	2.5	71.9	78.6	4.5	26.5	2.0	2.0	2.0	11.8	2.7	15.9	2.5	14.7	0.6	3.5	0.7	4.1	3.8	22.4	2	2.0	3.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	
#FFB21DE8	X	Montenegrina perstriata perstriata NHMW110430MN0105	Montenegrina perstriata perstriata NHMW110430MN0105	L	16.5	9.8	2.5	3.4	2.5	2.2	72.3	79.6	7.9	37.8	4.3	4.5	4.3	20.6	3.6	17.2	4.4	21.1	2.4	11.5	1.0	4.8	6.4	30.6	2	2.0	3.0	2.0	3.0	5.0	2.0	2.0	3.0	1.0	2.0	3.0	
#FFB21DE8	X	Montenegrina perstriata perstriata NHMW110430MN0105	Montenegrina perstriata perstriata NHMW110430MN0105	L	20.9	10.9	4.9	6.0	4.1	3.8	63.4	80.4	8.0	38.1	4.5	4.7	4.5	21.4	3.5	16.7	4.6	21.9	2.5	11.9	1.1	5.2	6.0	28.6	2	2.0	3.0	2.0	3.0	5.0	2.0	2.0	3.0	1.0	2.0	3.0	
#FFB21DE8	X	Montenegrina perstriata perstriata NHMW110430MN0105	Montenegrina perstriata perstriata NHMW110430MN0105	L	21.2	11.1	5.3	6.2	4.3	4	62.5	79.6	8.0	37.9	4.5	4.8	4.5	21.3	3.6	17.1	4.6	21.8	2.4	11.4	1.0	4.7	6.6	31.3	2	2.0	3.0	2.0	3.0	5.0	2.0	2.0	3.0	1.0	2.0	3.0	
#FFB21DE8	Dash	Montenegrina perstriata subcristatula NHMW110430MN107	Montenegrina perstriata subcristatula NHMW110430MN107	L	18.0	11.1	2.6	4.1	3.0	2.4	74.7	98.0	4.6	25.7	2.1	2.2	2.1	11.7	2.5	14.0	2.6	14.5	1.0	5.6	1.4	7.8	4.2	23.5	1	1.0	5.0	1.0	3.0	1.0	1.0	2.0	3.0	1.0	2.0	3.0	
#FFB21DE8	Dash	Montenegrina perstriata subcristatula NHMW110430MN107	Montenegrina perstriata subcristatula NHMW110430MN107	L	17.5	11	2.1	3.9	2.9	2.3	75.6	99.2	4.7	26.1	2.3	2.2	2.3	12.8	2.6	14.4	2.7	15.0	1.1	6.1	1.5	8.3	4.1	22.8	1	1.0	5.0	1.0	3.0	1.0	1.0	2.0	3.0	1.0	2.0	3.0	
#FFB21DE8	Bar	Montenegrina soosi soosi NHMW110430MN0115	Montenegrina soosi soosi NHMW110430MN0115	L	13.3	9.1	3.8	4.1	4.0	3.3	71.8	60.9	4.3	32.3	1.3	1.8	1.3	9.8	3.0	22.6	1.7	12.8	0.5	3.8	0.5	3.8	1.6	12.0	2	2.0	6.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	2.0	2.0	
#FFB21DE8	Bar	Montenegrina soosi soosi NHMW110430MN0115	Montenegrina soosi soosi NHMW110430MN0115	L	13.9	10	3.9	4.3	4.2	3.3	71	61.2	4.2	30.0	1.2	2.0	1.2	8.6	3.1	22.1	1.8	12.9	0.4	2.9	0.4	2.9	1.8	12.9	2	2.0	6.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	2.0	2.0	
